asset_name,key,value
BLR-2,fuel_c2h6_mol_pct,5
BLR-2,fuel_c3h8_mol_pct,2
BLR-2,fuel_c4h10_mol_pct,0.5
BLR-2,fuel_h2_mol_pct,0
BLR-2,fuel_co_mol_pct,0
BLR-2,fuel_co2_mol_pct,1.5
BLR-2,fuel_n2_mol_pct,1
BLR-2,flue_o2_pct,2.5
BLR-2,stack_temperature_c,165
BLR-2,ambient_t_c,25
BLR-2,radiation_loss_pct,1
BLR-2,cbd_flow_m3_h,2.5
BLR-2,attemperator_spray_t_h,0
BLR-2,co2_emission_factor_kg_per_gj,56.1
BLR-2,eco_fw_inlet_t_c,140
BLR-2,eco_fw_outlet_t_c,220
BLR-2,eco_fw_cp_kj_kg_k,4.18
BLR-2,sh1_steam_pressure_bar,63
BLR-2,sh1_steam_inlet_t_c,280
BLR-2,sh1_steam_outlet_t_c,350
BLR-2,sh1_steam_flow_t_h,120
BLR-2,sh2_steam_pressure_bar,63
BLR-2,sh2_steam_inlet_t_c,350
BLR-2,sh2_steam_outlet_t_c,485
BLR-2,sh2_steam_flow_t_h,120
BLR-2,aph_air_inlet_t_c,25
BLR-2,aph_air_outlet_t_c,180
BLR-2,aph_air_flow_nm3_h,88000
BLR-2,aph_air_cp_kj_kg_k,1.006
BLR-2,aph_air_density_kg_nm3,1.2
BLR-2,min_steam_flow_t_h,50
BLR-2,max_steam_flow_t_h,150
BLR-2,max_fuel_flow_nm3_h,10000
BLR-2,eco_flue_inlet_t_c,300
BLR-2,eco_flue_outlet_t_c,150
BLR-2,eco_design_ua_kw_k,150
BLR-2,eco_fw_inlet_t_c,120
BLR-2,eco_fw_outlet_t_c,180
BLR-2,eco_fw_cp_kj_kg_k,4.2
BLR-2,desuperheater_water_t_c,120
BLR-2,desuperheater_steam_inlet_t_c,380
BLR-2,desuperheater_steam_outlet_t_c,350
BLR-2,attemperator_spray_t_h,5
BLR-3,steam_flow_t_h,120
BLR-3,steam_pressure_bar,63
BLR-3,steam_temperature_c,485
BLR-3,feedwater_flow_t_h,124
BLR-3,feedwater_temperature_c,140
BLR-3,fuel_flow_nm3_h,8400
BLR-3,fuel_ch4_mol_pct,90
BLR-3,fuel_c2h6_mol_pct,5
BLR-3,fuel_c3h8_mol_pct,2
BLR-3,fuel_c4h10_mol_pct,0.5
BLR-3,fuel_h2_mol_pct,0
BLR-3,fuel_co_mol_pct,0
BLR-3,fuel_co2_mol_pct,1.5
BLR-3,fuel_n2_mol_pct,1
BLR-3,flue_o2_pct,3
BLR-3,stack_temperature_c,200
BLR-3,ambient_t_c,25
BLR-3,radiation_loss_pct,1
BLR-3,cbd_flow_m3_h,2.5
BLR-3,attemperator_spray_t_h,0
BLR-3,co2_emission_factor_kg_per_gj,56.1
BLR-3,eco_fw_inlet_t_c,140
BLR-3,eco_fw_outlet_t_c,220
BLR-3,eco_fw_cp_kj_kg_k,4.18
BLR-3,sh1_steam_pressure_bar,63
BLR-3,sh1_steam_inlet_t_c,280
BLR-3,sh1_steam_outlet_t_c,350
BLR-3,sh1_steam_flow_t_h,120
BLR-3,sh2_steam_pressure_bar,63
BLR-3,sh2_steam_inlet_t_c,350
BLR-3,sh2_steam_outlet_t_c,485
BLR-3,sh2_steam_flow_t_h,120
BLR-3,aph_air_inlet_t_c,25
BLR-3,aph_air_outlet_t_c,180
BLR-3,aph_air_flow_nm3_h,88000
BLR-3,aph_air_cp_kj_kg_k,1.006
BLR-3,aph_air_density_kg_nm3,1.2
BLR-3,min_steam_flow_t_h,50
BLR-3,max_steam_flow_t_h,150
BLR-3,max_fuel_flow_nm3_h,10000
BLR-3,eco_flue_inlet_t_c,300
BLR-3,eco_flue_outlet_t_c,150
BLR-3,eco_design_ua_kw_k,150
BLR-3,eco_fw_inlet_t_c,120
BLR-3,eco_fw_outlet_t_c,180
BLR-3,eco_fw_cp_kj_kg_k,4.2
BLR-3,desuperheater_water_t_c,120
BLR-3,desuperheater_steam_inlet_t_c,380
BLR-3,desuperheater_steam_outlet_t_c,350
BLR-3,attemperator_spray_t_h,5
BLR-4,steam_flow_t_h,120
BLR-4,steam_pressure_bar,63
BLR-4,steam_temperature_c,485
BLR-4,feedwater_flow_t_h,124
BLR-4,feedwater_temperature_c,140
BLR-4,fuel_flow_nm3_h,8400
BLR-4,fuel_ch4_mol_pct,90
BLR-4,fuel_c2h6_mol_pct,5
BLR-4,fuel_c3h8_mol_pct,2
BLR-4,fuel_c4h10_mol_pct,0.5
BLR-4,fuel_h2_mol_pct,0
BLR-4,fuel_co_mol_pct,0
BLR-4,fuel_co2_mol_pct,1.5
BLR-4,fuel_n2_mol_pct,1
BLR-4,flue_o2_pct,5
BLR-4,stack_temperature_c,145
BLR-4,ambient_t_c,25
BLR-4,radiation_loss_pct,1
BLR-4,cbd_flow_m3_h,2.5
BLR-4,attemperator_spray_t_h,0
BLR-4,co2_emission_factor_kg_per_gj,56.1
BLR-4,eco_fw_inlet_t_c,140
BLR-4,eco_fw_outlet_t_c,220
BLR-4,eco_fw_cp_kj_kg_k,4.18
BLR-4,sh1_steam_pressure_bar,63
BLR-4,sh1_steam_inlet_t_c,280
BLR-4,sh1_steam_outlet_t_c,350
BLR-4,sh1_steam_flow_t_h,120
BLR-4,sh2_steam_pressure_bar,63
BLR-4,sh2_steam_inlet_t_c,350
BLR-4,sh2_steam_outlet_t_c,485
BLR-4,sh2_steam_flow_t_h,120
BLR-4,aph_air_inlet_t_c,25
BLR-4,aph_air_outlet_t_c,180
BLR-4,aph_air_flow_nm3_h,88000
BLR-4,aph_air_cp_kj_kg_k,1.006
BLR-4,aph_air_density_kg_nm3,1.2
BLR-4,min_steam_flow_t_h,50
BLR-4,max_steam_flow_t_h,150
BLR-4,max_fuel_flow_nm3_h,10000
BLR-4,eco_flue_inlet_t_c,300
BLR-4,eco_flue_outlet_t_c,150
BLR-4,eco_design_ua_kw_k,150
BLR-4,eco_fw_inlet_t_c,120
BLR-4,eco_fw_outlet_t_c,180
BLR-4,eco_fw_cp_kj_kg_k,4.2
BLR-4,desuperheater_water_t_c,120
BLR-4,desuperheater_steam_inlet_t_c,380
BLR-4,desuperheater_steam_outlet_t_c,350
BLR-4,attemperator_spray_t_h,5
BLR-5,steam_flow_t_h,120
BLR-5,steam_pressure_bar,63
BLR-5,steam_temperature_c,485
BLR-5,feedwater_flow_t_h,124
BLR-5,feedwater_temperature_c,140
BLR-5,fuel_flow_nm3_h,8400
BLR-5,fuel_ch4_mol_pct,90
BLR-5,fuel_c2h6_mol_pct,5
BLR-5,fuel_c3h8_mol_pct,2
BLR-5,fuel_c4h10_mol_pct,0.5
BLR-5,fuel_h2_mol_pct,0
BLR-5,fuel_co_mol_pct,0
BLR-5,fuel_co2_mol_pct,1.5
BLR-5,fuel_n2_mol_pct,1
BLR-5,flue_o2_pct,2.5
BLR-5,stack_temperature_c,145
BLR-5,ambient_t_c,25
BLR-5,radiation_loss_pct,1
BLR-5,cbd_flow_m3_h,2.5
BLR-5,attemperator_spray_t_h,0
BLR-5,co2_emission_factor_kg_per_gj,56.1
BLR-5,eco_fw_inlet_t_c,140
BLR-5,eco_fw_outlet_t_c,220
BLR-5,eco_fw_cp_kj_kg_k,4.18
BLR-5,sh1_steam_pressure_bar,63
BLR-5,sh1_steam_inlet_t_c,280
BLR-5,sh1_steam_outlet_t_c,350
BLR-5,sh1_steam_flow_t_h,120
BLR-5,sh2_steam_pressure_bar,63
BLR-5,sh2_steam_inlet_t_c,350
BLR-5,sh2_steam_outlet_t_c,485
BLR-5,sh2_steam_flow_t_h,120
BLR-5,aph_air_inlet_t_c,25
BLR-5,aph_air_outlet_t_c,180
BLR-5,aph_air_flow_nm3_h,88000
BLR-5,aph_air_cp_kj_kg_k,1.006
BLR-5,aph_air_density_kg_nm3,1.2
BLR-5,min_steam_flow_t_h,50
BLR-5,max_steam_flow_t_h,150
BLR-5,max_fuel_flow_nm3_h,10000
BLR-5,eco_flue_inlet_t_c,300
BLR-5,eco_flue_outlet_t_c,150
BLR-5,eco_design_ua_kw_k,150
BLR-5,eco_fw_inlet_t_c,120
BLR-5,eco_fw_outlet_t_c,180
BLR-5,eco_fw_cp_kj_kg_k,4.2
BLR-5,desuperheater_water_t_c,120
BLR-5,desuperheater_steam_inlet_t_c,380
BLR-5,desuperheater_steam_outlet_t_c,350
BLR-5,attemperator_spray_t_h,5
BLR-6,steam_flow_t_h,120
BLR-6,steam_pressure_bar,63
BLR-6,steam_temperature_c,485
BLR-6,feedwater_flow_t_h,124
BLR-6,feedwater_temperature_c,140
BLR-6,fuel_flow_nm3_h,8400
BLR-6,fuel_ch4_mol_pct,90
BLR-6,fuel_c2h6_mol_pct,5
BLR-6,fuel_c3h8_mol_pct,2
BLR-6,fuel_c4h10_mol_pct,0.5
BLR-6,fuel_h2_mol_pct,0
BLR-6,fuel_co_mol_pct,0
BLR-6,fuel_co2_mol_pct,1.5
BLR-6,fuel_n2_mol_pct,1
BLR-6,flue_o2_pct,8
BLR-6,stack_temperature_c,230
BLR-6,ambient_t_c,25
BLR-6,radiation_loss_pct,1
BLR-6,cbd_flow_m3_h,2.5
BLR-6,attemperator_spray_t_h,0
BLR-6,co2_emission_factor_kg_per_gj,56.1
BLR-6,eco_fw_inlet_t_c,140
BLR-6,eco_fw_outlet_t_c,220
BLR-6,eco_fw_cp_kj_kg_k,4.18
BLR-6,sh1_steam_pressure_bar,63
BLR-6,sh1_steam_inlet_t_c,280
BLR-6,sh1_steam_outlet_t_c,350
BLR-6,sh1_steam_flow_t_h,120
BLR-6,sh2_steam_pressure_bar,63
BLR-6,sh2_steam_inlet_t_c,350
BLR-6,sh2_steam_outlet_t_c,485
BLR-6,sh2_steam_flow_t_h,120
BLR-6,aph_air_inlet_t_c,25
BLR-6,aph_air_outlet_t_c,180
BLR-6,aph_air_flow_nm3_h,88000
BLR-6,aph_air_cp_kj_kg_k,1.006
BLR-6,aph_air_density_kg_nm3,1.2
BLR-6,min_steam_flow_t_h,50
BLR-6,max_steam_flow_t_h,150
BLR-6,max_fuel_flow_nm3_h,10000
BLR-6,eco_flue_inlet_t_c,300
BLR-6,eco_flue_outlet_t_c,150
BLR-6,eco_design_ua_kw_k,150
BLR-6,eco_fw_inlet_t_c,120
BLR-6,eco_fw_outlet_t_c,180
BLR-6,eco_fw_cp_kj_kg_k,4.2
BLR-6,desuperheater_water_t_c,120
BLR-6,desuperheater_steam_inlet_t_c,380
BLR-6,desuperheater_steam_outlet_t_c,350
BLR-6,attemperator_spray_t_h,5
