model_id,run_id,timestamp,sensor,raw_value,modified_value,sip_policy
furnace_ranking_v1,demo_20260429_224936,2026-03-30T00:00:00,PI-FurnaceB_CellA-FGCV.PV,94.4266,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T00:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,61.1853,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T01:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,82.8738,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T02:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,90.7566,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T03:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,60.9564,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T04:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,52.9651,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T05:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,79.4811,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T06:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,86.7072,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T07:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,83.598,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T09:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,75.0871,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T10:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,8.4838,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T11:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,45.4541,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T12:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,83.8329,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T13:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,39.2244,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T14:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,50.3417,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T15:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,8.692,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T16:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,50.761,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T17:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,35.883,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T18:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,22.9251,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T19:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,5.4762,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T20:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,77.5528,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T21:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,18.1435,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T22:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,20.6421,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T23:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,68.8402,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-30T00:00:00,PI-FurnaceB_CellA_PassC-XOVR.PV,31.91,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T00:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,36.6362,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T01:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,54.2696,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T02:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,75.5551,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T03:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,27.8646,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T04:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,89.7216,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T05:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,49.2518,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T06:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,50.1516,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T07:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,17.3294,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T08:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,57.5474,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T09:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,90.2553,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T10:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,37.0642,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T11:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,90.1158,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T12:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,27.3407,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T13:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,34.8255,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T14:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,79.941,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T15:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,74.5439,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T16:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,61.062,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T17:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,81.6599,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T18:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,64.1148,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T20:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,44.0763,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T21:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,89.2672,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T22:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,90.0019,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T23:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,81.9102,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-30T00:00:00,PI-FurnaceB_CellA_PassA-XOVR.PV,59.627,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T00:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,19.9674,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T01:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,7.4551,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T02:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,28.9751,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T03:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,14.4895,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T04:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,33.903,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T05:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,28.0772,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T06:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,70.1967,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T07:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,54.9227,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T08:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,45.8253,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T09:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,32.005,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T10:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,98.6001,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T11:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,95.0411,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T12:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,81.2901,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T13:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,39.6543,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T14:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,87.3579,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T15:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,28.3776,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T16:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,15.4363,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T17:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,46.268,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T18:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,25.1799,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T19:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,53.7396,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T20:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,15.524,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T21:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,25.9423,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T22:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,60.0517,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T23:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,27.2145,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-30T00:00:00,PI-FurnaceB_CellA_PassB-XOVR.PV,7.6953,5.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T00:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,30.4614,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T01:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,35.8466,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T02:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,80.744,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T03:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,63.353,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T04:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,60.6429,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T05:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,42.8184,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T06:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,28.6541,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T07:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,35.5973,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T09:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,63.1837,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T11:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,97.4395,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T12:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,95.4051,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T13:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,49.2618,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T14:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,61.8255,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T15:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,24.5958,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T16:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,25.4641,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T17:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,11.6898,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T18:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,50.5889,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T19:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,49.8368,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T20:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,71.5972,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T21:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,76.3606,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-29T23:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,87.2946,10.0,clamp
furnace_ranking_v1,demo_20260429_224936,2026-03-30T00:00:00,PI-FurnaceB_CellA_PassC_CoilA-1.PV,88.5978,10.0,clamp
