pi_output_id,time_stamp,output_pi_name,value,created_on
209,2026-04-23 08:54:05.563,UN.ETH.H-1115.KEV_Stack_Temperature_Optimum_EO_CALC_OUTPUT,353.8161,2026-04-23 03:26:48.580
210,2026-04-23 08:54:05.563,UN.ETH.H-1115.KEV_Stack_Excess_O2_Optimum_EO_CALC_OUTPUT,67.5306,2026-04-23 03:26:48.580
211,2026-04-23 08:54:05.563,UN.ETH.H-1115.KEV_Fuel_Flow_Optimum_EO_CALC_OUTPUT,267.9455,2026-04-23 03:26:48.580
212,2026-04-23 08:54:05.563,UN.ETH.H-1115.KEV_Process_Flow_Rate_Optimum_EO_CALC_OUTPUT,449.0452,2026-04-23 03:26:48.580
213,2026-04-23 08:54:05.563,UN.ETH.H-1116.KEV_Stack_Temp.C_Optimum_EO_CALC_OUTPUT,237.317,2026-04-23 03:26:48.580
214,2026-04-23 08:54:05.563,UN.ETH.H-1116.KEV_Stack_Excess_O2%_Optimum_EO_CALC_OUTPUT,71.3258,2026-04-23 03:26:48.580
215,2026-04-23 08:54:05.563,UN.ETH.H-1116.KEV_Fuel_Flow_Optimum_EO_CALC_OUTPUT,261.7994,2026-04-23 03:26:48.580
216,2026-04-23 08:54:05.563,UN.ETH.H-1116.KEV_Process_Flow_Rate_Optimum_EO_CALC_OUTPUT,443.2888,2026-04-23 03:26:48.580
217,2026-04-23 08:54:05.563,UN.ETH.H-1117.KEV_Stack_Temperature_Optimum_EO_CALC_OUTPUT,268.1527,2026-04-23 03:26:48.580
218,2026-04-23 08:54:05.563,UN.ETH.H-1117.KEV_Stack_Excess_O2_Optimum_EO_CALC_OUTPUT,77.3721,2026-04-23 03:26:48.580
219,2026-04-23 08:54:05.563,UN.ETH.H-1117.KEV_Fuel_Flow_Optimum_EO_CALC_OUTPUT,40.7241,2026-04-23 03:26:48.580
220,2026-04-23 08:54:05.563,UN.ETH.H-1117.KEV_Process_Flow_Rate_Optimum_EO_CALC_OUTPUT,505.3811,2026-04-23 03:26:48.580
221,2026-04-23 08:54:05.563,UN.ETH.H-1118.KEV_Stack_Temperature_Optimum_EO_CALC_OUTPUT,483.6837,2026-04-23 03:26:48.580
222,2026-04-23 08:54:05.563,UN.ETH.H-1118.KEV_Stack_Excess_O2_Optimum_EO_CALC_OUTPUT,86.5457,2026-04-23 03:26:48.580
223,2026-04-23 08:54:05.563,UN.ETH.H-1118.KEV_Fuel_Flow_Optimum_EO_CALC_OUTPUT,359.3282,2026-04-23 03:26:48.580
224,2026-04-23 08:54:05.563,UN.ETH.H-1118.KEV_Process_Flow_Rate_Optimum_EO_CALC_OUTPUT,282.3173,2026-04-23 03:26:48.580
225,2026-04-23 08:54:05.563,UN.ETH.H-1119.KEV_Stack_Temperature_Optimum_EO_CALC_OUTPUT,400.7852,2026-04-23 03:26:48.580
226,2026-04-23 08:54:05.563,UN.ETH.H-1119.KEV_Stack_Excess_O2_Optimum_EO_CALC_OUTPUT,73.9431,2026-04-23 03:26:48.580
227,2026-04-23 08:54:05.563,UN.ETH.H-1119.KEV_Fuel_Flow_Optimum_EO_CALC_OUTPUT,16.4548,2026-04-23 03:26:48.580
228,2026-04-23 08:54:05.563,UN.ETH.H-1119.KEV_Process_Flow_Rate_Optimum_EO_CALC_OUTPUT,286.971,2026-04-23 03:26:48.580
229,2026-04-23 08:54:05.563,UN.UO.PT-7103B.KEV_BFW_Steam_Flow_Optimum_EO_CALC_OUTPUT,0,2026-04-23 03:26:48.580
230,2026-04-23 08:54:05.563,UN.UO.PT-7103C.KEV_BFW_Steam_Flow_Optimum_EO_CALC_OUTPUT,0,2026-04-23 03:26:48.580
231,2026-04-23 08:54:05.563,UN.UO.PT-7103E.KEV_BFW_Steam_Flow_Optimum_EO_CALC_OUTPUT,0,2026-04-23 03:26:48.580
232,2026-04-23 08:54:05.563,UN.UO.PT-7102B.KEV_VHP_Discharge_Flow_Optimum_EO_CALC_OUTPUT,0,2026-04-23 03:26:48.580
233,2026-04-23 08:54:05.563,UN.UO.PT-7102B.KEV_VHP_BFW_Steam_Flow_Optimum_EO_CALC_OUTPUT,0,2026-04-23 03:26:48.580
234,2026-04-23 08:54:05.563,UN.UO.PT-7102C.KEV_VHP_Discharge_Flow_Optimum_EO_CALC_OUTPUT,0,2026-04-23 03:26:48.580
235,2026-04-23 08:54:05.563,UN.UO.PT-7102C.KEV_VHP_BFW_Steam_Flow_Optimum_EO_CALC_OUTPUT,0,2026-04-23 03:26:48.580
236,2026-04-23 08:54:05.563,UN.UO.PT-7102A.KEV_VHP_Discharge_Flow_Optimum_EO_CALC_OUTPUT,0,2026-04-23 03:26:48.580
237,2026-04-23 08:54:05.563,UN.UO.PT-7801A.KEV_CW_Pump_steam_Flow_Optimum_EO_CALC_OUTPUT,70.0265,2026-04-23 03:26:48.580
238,2026-04-23 08:54:05.563,UN.UO.PT-7801B.KEV_CW_Pump_steam_Flow_Optimum_EO_CALC_OUTPUT,31.2367,2026-04-23 03:26:48.580
239,2026-04-23 08:54:05.563,UN.UO.PT-7801G.KEV_CW_Pump_steam_Flow_Optimum_EO_CALC_OUTPUT,83.226,2026-04-23 03:26:48.580
240,2026-04-23 08:54:05.563,UN.UO.PK-7201A.KEV_Discharge_Flow_Optimum_EO_CALC_OUTPUT,0,2026-04-23 03:26:48.580
241,2026-04-23 08:54:05.563,UN.UO.PK-7201A.KEV_Turbine_Inlet_Steam_Flow_Optimum_EO_CALC_OUTPUT,0,2026-04-23 03:26:48.580
242,2026-04-23 08:54:05.563,UN.UO.PK-7201D.KEV_Discharge_Flow_Optimum_EO_CALC_OUTPUT,0,2026-04-23 03:26:48.580
243,2026-04-23 08:54:05.563,UN.UO.PK-7201D.KEV_Turbine_Inlet_Steam_Flow_Optimum_EO_CALC_OUTPUT,0,2026-04-23 03:26:48.580
244,2026-04-23 08:54:05.563,UN.UO.PK-7201B.KEV_Discharge_Flow_Optimum_EO_CALC_OUTPUT,0.0948608157,2026-04-23 03:26:48.580
245,2026-04-23 08:54:05.563,UN.UO.PK-7201C.KEV_Discharge_Flow_Optimum_EO_CALC_OUTPUT,0.0248086617,2026-04-23 03:26:48.580
246,2026-04-23 08:54:05.563,UN.EG1.C-2220.KEV_Regenerator_Bottom_Temperature_Optimum_EO_CALC_OUTPUT,232.2943,2026-04-23 03:26:48.580
247,2026-04-23 08:54:05.563,UN.EG1.C-2220.KEV_Total_Steam_To_Regenerator_Optimum_EO_CALC_OUTPUT,170.4615,2026-04-23 03:26:48.580
248,2026-04-23 08:54:05.563,UN.EG1.C-2220.KEV_Fractional_Conversion_Bicarbonate_Optimum_EO_CALC_OUTPUT,93.0385,2026-04-23 03:26:48.580
249,2026-04-23 08:54:05.563,UN.EG1.C-2310.KEV_Stripper_Column_Top_Temperature_Optimum_EO_CALC_OUTPUT,119.4277,2026-04-23 03:26:48.580
250,2026-04-23 08:54:05.563,UN.EG1.C-2310.KEV_Cycle_Water_Bleed_EO_Optimum_EO_CALC_OUTPUT,46.077,2026-04-23 03:26:48.580
251,2026-04-23 08:54:05.563,UN.EG1.C-2310.KEV_Total_Steam_To_Stripping_Column_Optimum_EO_CALC_OUTPUT,363.4328,2026-04-23 03:26:48.580
252,2026-04-23 08:54:05.563,UN.EG1.C-2310.KEV_C2310_Bottom_Pressure_Optimum_EO_CALC_OUTPUT,57.2131,2026-04-23 03:26:48.580
253,2026-04-23 08:54:05.563,UN.EG1.E-2523.KEV_Glycol_Reactor_Inlet_Temperature_Optimum_EO_CALC_OUTPUT,15.0454,2026-04-23 03:26:48.580
254,2026-04-23 08:54:05.563,UN.EG1.E-2523.KEV_Steam_Flow_Optimum_EO_CALC_OUTPUT,150.1672,2026-04-23 03:26:48.580
255,2026-04-23 08:54:05.563,UN.EG1.E-2523.KEV_ReactorOutletLegTempDelta_Optimum_EO_CALC_OUTPUT,118.9496,2026-04-23 03:26:48.580
256,2026-04-23 08:54:05.563,UN.EG1.E-2531.KEV_Recycle_Water_Tank_Meg_Optimum_EO_CALC_OUTPUT,13.8205,2026-04-23 03:26:48.580
257,2026-04-23 08:54:05.563,UN.EG1.E-2531.KEV_Treated_Water_To_1st_Effect_Evaporator_Optimum_EO_CALC_OUTPUT,91.8823,2026-04-23 03:26:48.580
258,2026-04-23 08:54:05.563,UN.EG1.E-2531.KEV_Treated_Water_To_2nd_Effect_Evaporator_Optimum_EO_CALC_OUTPUT,0.926,2026-04-23 03:26:48.580
259,2026-04-23 08:54:05.563,UN.EG1.E-2531.KEV_Treated_Water_To_3rd_Effect_Evaporator_Optimum_EO_CALC_OUTPUT,18.8322,2026-04-23 03:26:48.580
260,2026-04-23 08:54:05.563,UN.EG1.E-2531.KEV_Treated_Water_To_4th_Effect_Evaporator_Optimum_EO_CALC_OUTPUT,3.1284,2026-04-23 03:26:48.580
261,2026-04-23 08:54:05.563,UN.EG1.E-2531.KEV_Treated_Water_To_5th_Effect_Evaporator_Optimum_EO_CALC_OUTPUT,11.0629,2026-04-23 03:26:48.580
262,2026-04-23 08:54:05.563,UN.EG1.E-2531.KEV_5th_Effect_Evaporator_Overhead_Pressure_Controller_Opening_Optimum_EO_CALC_OUTPUT,0,2026-04-23 03:26:48.580
263,2026-04-23 08:54:05.563,UN.EG1.E-2620.KEV_CriticalTrayTemperature_Optimum_EO_CALC_OUTPUT,67.1613,2026-04-23 03:26:48.580
264,2026-04-23 08:54:05.563,UN.EG1.E-2620.KEV_Total_Reboiler_Steam_flow_Actual_EO_CALC_OUTPUT,274.895,2026-04-23 03:26:48.580
265,2026-04-23 08:54:05.563,UN.EG1.E-2620.KEV_Chest_Pressure_Optimum_EO_CALC_OUTPUT,20.0895,2026-04-23 03:26:48.580
266,2026-04-23 08:54:05.563,UN.EG1.E-2610.KEV_CriticalTrayTemperature_Optimum_EO_CALC_OUTPUT,89.5635,2026-04-23 03:26:48.580
267,2026-04-23 08:54:05.563,UN.EG1.E-2610.KEV_Reboiler_Steam_flow_Optimum_EO_CALC_OUTPUT,312.7036,2026-04-23 03:26:48.580
268,2026-04-23 08:54:05.563,UN.EG1.E-2610.KEV_Chest_Pressure_Optimum_EO_CALC_OUTPUT,45.9678,2026-04-23 03:26:48.580
269,2026-04-23 08:54:05.563,UN.EG2.C-4220.KEV_Regenerator_Bottom_Temperature_Optimum_EO_CALC_OUTPUT,336.0782,2026-04-23 03:26:48.580
270,2026-04-23 08:54:05.563,UN.EG2.C-4220.KEV_Fractional_Conversion_Bicarbonate_Optimum_EO_CALC_OUTPUT,84.9435,2026-04-23 03:26:48.580
271,2026-04-23 08:54:05.563,UN.EG2.C-4310.KEV_Stripper_Column_Top_Temperature_Optimum_EO_CALC_OUTPUT,101.8966,2026-04-23 03:26:48.580
272,2026-04-23 08:54:05.563,UN.EG2.C-4310.KEV_Cycle_Water_Bleed_EO_Optimum_EO_CALC_OUTPUT,85.3369,2026-04-23 03:26:48.580
273,2026-04-23 08:54:05.563,UN.EG2.C-4310.KEV_Total_Steam_To_Stripping_Column_Optimum_EO_CALC_OUTPUT,633.2069,2026-04-23 03:26:48.580
274,2026-04-23 08:54:05.563,UN.EG2.C-4310.KEV_C2310_Bottom_Pressure_Optimum_EO_CALC_OUTPUT,49.9104,2026-04-23 03:26:48.580
275,2026-04-23 08:54:05.563,UN.EG2.E-4523.KEV_Glycol_Reactor_Inlet_Optimum_EO_CALC_OUTPUT,16.2743,2026-04-23 03:26:48.580
276,2026-04-23 08:54:05.563,UN.EG2.E-4523.KEV_Steam_Flow_Optimum_EO_CALC_OUTPUT,105.0864,2026-04-23 03:26:48.580
277,2026-04-23 08:54:05.563,UN.EG2.E-4523.KEV_Reactor_Outlet_Leg_Temperature_Delta_Optimum_EO_CALC_OUTPUT,409.175,2026-04-23 03:26:48.580
278,2026-04-23 08:54:05.563,UN.EG2.E-4531.KEV_Recycle_Water_Tank_MEG_Optimum_EO_CALC_OUTPUT,85.5492,2026-04-23 03:26:48.580
279,2026-04-23 08:54:05.563,UN.EG2.E-4531.KEV_Treated_Water_To_1st_Effect_Evaporator_Optimum_EO_CALC_OUTPUT,25.4263,2026-04-23 03:26:48.580
280,2026-04-23 08:54:05.563,UN.EG2.E-4531.KEV_Treated_Water_To_2nd_Effect_Evaporator_Optimum_EO_CALC_OUTPUT,91.8794,2026-04-23 03:26:48.580
281,2026-04-23 08:54:05.563,UN.EG2.E-4531.KEV_Treated_Water_To_3rd_Effect_Evaporator_Optimum_EO_CALC_OUTPUT,45.4457,2026-04-23 03:26:48.580
282,2026-04-23 08:54:05.563,UN.EG2.E-4531.KEV_Treated_Water_To_4th_Effect_Evaporator_Optimum_EO_CALC_OUTPUT,60.3424,2026-04-23 03:26:48.580
283,2026-04-23 08:54:05.563,UN.EG2.E-4531.KEV_Treated_Water_To_5th_Effect_Evaporator_Optimum_EO_CALC_OUTPUT,98.465,2026-04-23 03:26:48.580
284,2026-04-23 08:54:05.563,UN.EG2.E-4531.KEV_5th_Effect_Evaporator_Overhead_Pressure_Controller_Opening_Optimum_EO_CALC_OUTPUT,0,2026-04-23 03:26:48.580
285,2026-04-23 08:54:05.563,UN.EG2.E-4620.KEV_Critical_Tray_Temperature_Optimum_EO_CALC_OUTPUT,85.2781,2026-04-23 03:26:48.580
286,2026-04-23 08:54:05.563,UN.EG2.E-4620.KEV_Total_Reboiler_Steam_flow_Actual_EO_CALC_OUTPUT,290.2428,2026-04-23 03:26:48.580
287,2026-04-23 08:54:05.563,UN.EG2.E-4620.KEV_Chest_Pressure_Optimum_EO_CALC_OUTPUT,65.2396,2026-04-23 03:26:48.580
288,2026-04-23 08:54:05.563,UN.EG2.E-4610.KEV_Critical_Tray_Temperature_Optimum_EO_CALC_OUTPUT,23.7658,2026-04-23 03:26:48.580
289,2026-04-23 08:54:05.563,UN.EG2.E-4610.KEV_Reboiler_Steam_Flow_Optimum_EO_CALC_OUTPUT,57.1806,2026-04-23 03:26:48.580
290,2026-04-23 08:54:05.563,UN.EG2.E-4610.KEV_Chest_Pressure_Optimum_EO_CALC_OUTPUT,26.1535,2026-04-23 03:26:48.580
291,2026-04-23 08:54:05.563,UN.EG3.C-6220.KEV_Regenerator_Bottom_Temperature_Optimum_EO_CALC_OUTPUT,419.6854,2026-04-23 03:26:48.580
292,2026-04-23 08:54:05.563,UN.EG3.C-6220.KEV_Total_Steam_to_Regenerator_Optimum_EO_CALC_OUTPUT,449.6372,2026-04-23 03:26:48.580
293,2026-04-23 08:54:05.563,UN.EG3.C-6220.KEV_Fractional_Conversion_Bicarbonate_Optimum_EO_CALC_OUTPUT,60.0734,2026-04-23 03:26:48.580
294,2026-04-23 08:54:05.563,UN.EG3.E-6531.KEV_Recycle_Water_Tank_MEG_Optimum_EO_CALC_OUTPUT,21.6356,2026-04-23 03:26:48.580
295,2026-04-23 08:54:05.563,UN.EG3.E-6531.KEV_Treated_Water_To_1st_Effect_Evaporator_Optimum_EO_CALC_OUTPUT,41.4026,2026-04-23 03:26:48.580
296,2026-04-23 08:54:05.563,UN.EG3.E-6531.KEV_Treated_Water_To_2nd_Effect_Evaporator_Optimum_EO_CALC_OUTPUT,31.7636,2026-04-23 03:26:48.580
297,2026-04-23 08:54:05.563,UN.EG3.E-6531.KEV_Treated_Water_To_3rd_Effect_Evaporator_Optimum_EO_CALC_OUTPUT,7.8108,2026-04-23 03:26:48.580
298,2026-04-23 08:54:05.563,UN.EG3.E-6531.KEV_Treated_Water_To_4th_Effect_Evaporator_Optimum_EO_CALC_OUTPUT,2.9835,2026-04-23 03:26:48.580
299,2026-04-23 08:54:05.563,UN.EG3.E-6531.KEV_Treated_Water_To_5th_Effect_Evaporator_Optimum_EO_CALC_OUTPUT,34.6479,2026-04-23 03:26:48.580
300,2026-04-23 08:54:05.563,UN.EG3.E-6531.KEV_Treated_Water_To_6th_Effect_Evaporator_Optimum_EO_CALC_OUTPUT,1.9034,2026-04-23 03:26:48.580
301,2026-04-23 08:54:05.563,UN.EG3.E-6531.KEV_Treated_Water_To_7th_Effect_Evaporator_Optimum_EO_CALC_OUTPUT,16.5488,2026-04-23 03:26:48.580
302,2026-04-23 08:54:05.563,UN.EG3.E-6531.KEV_7th_Effect_Evaporator_Overhead_Pressure_Controller_Opening_Optimum_EO_CALC_OUTPUT,0,2026-04-23 03:26:48.580
303,2026-04-23 08:54:05.563,UN.EG3.E-6220.KEV_Critical_Tray_Temperature_Optimum_EO_CALC_OUTPUT,34.8031,2026-04-23 03:26:48.580
304,2026-04-23 08:54:05.563,UN.EG3.E-6220.KEV_Total_Reboiler_Steam_Flow_Actual_EO_CALC_OUTPUT,260.7171,2026-04-23 03:26:48.580
305,2026-04-23 08:54:05.563,UN.EG3.E-6220.KEV_Chest_Pressure_Optimum_EO_CALC_OUTPUT,56.9392,2026-04-23 03:26:48.580
306,2026-04-23 08:54:05.563,UN.ETH.K-1200.KEV_Discharge_Pressure_5Stage_Optimum_EO_CALC_OUTPUT,47.9126,2026-04-23 03:26:48.580
307,2026-04-23 08:54:05.563,UN.ETH.K-1200.KEV_Turbine_exhaust_pressure_Optimum_EO_CALC_OUTPUT,10.9561,2026-04-23 03:26:48.580
308,2026-04-23 08:54:05.563,UN.ETH.K-1200.KEV_CGC_tubrine_inlet_VHP_steam_temp_Optimum_EO_CALC_OUTPUT,275.5514,2026-04-23 03:26:48.580
309,2026-04-23 08:54:05.563,UN.ETH.K-1200.KEV_Quench_overhead_temp_Optimum_EO_CALC_OUTPUT,157.4875,2026-04-23 03:26:48.580
310,2026-04-23 08:54:05.563,UN.ETH.K-1200.KEV_VHP_letdown_controller_opening_Optimum_EO_CALC_OUTPUT,69.3095,2026-04-23 03:26:48.580
311,2026-04-23 08:54:05.563,UN.ETH.E-1102.KEV_Chest_Pressure_Optimum_EO_CALC_OUTPUT,32.4856,2026-04-23 03:26:48.580
312,2026-04-23 08:54:05.563,UN.CO2.KM-5020.KEV_Process_flow_Optimum_EO_CALC_OUTPUT,70.0123,2026-04-23 03:26:48.580
313,2026-04-23 08:54:05.563,UN.CO2.KM-5020.KEV_Temperature_Ratio_Optimum_EO_CALC_OUTPUT,0.774266326368185,2026-04-23 03:26:48.580
314,2026-04-23 08:54:05.563,UN.CO2.KM-5020.KEV_Pressure_Ratio_Optimum_EO_CALC_OUTPUT,61.1371994342291,2026-04-23 03:26:48.580
315,2026-04-23 08:54:05.563,UN.CO2.KM-5070.KEV_K_5071_Discharge_Flow_Optimum_EO_CALC_OUTPUT,163.5354,2026-04-23 03:26:48.580
316,2026-04-23 08:54:05.563,UN.CO2.KM-5070.KEV_CO2_Sale_Current_Flow_Optimum_EO_CALC_OUTPUT,49.0821,2026-04-23 03:26:48.580
317,2026-04-23 08:54:05.563,UN.UO.V-7101A.KEV_BFW_Flow_Optimum_EO_CALC_OUTPUT,108.6719,2026-04-23 03:26:48.580
318,2026-04-23 08:54:05.563,UN.UO.V-7101A.KEV_BFW_Outlet_temperature_Optimum_EO_CALC_OUTPUT,348.1431,2026-04-23 03:26:48.580
319,2026-04-23 08:54:05.563,UN.UO.V-7101B.KEV_BFW_Flow_Optimum_EO_CALC_OUTPUT,299.9819,2026-04-23 03:26:48.580
320,2026-04-23 08:54:05.563,UN.UO.V-7101B.KEV_BFW_Outlet_temperature_Optimum_EO_CALC_OUTPUT,280.1544,2026-04-23 03:26:48.580
321,2026-04-23 08:54:05.563,UN.LAO.H-3831.KEV_Feed_Flow_Optimum_EO_CALC_OUTPUT,371.3469,2026-04-23 03:26:48.580
322,2026-04-23 08:54:05.563,UN.LAO.H-3831.KEV_Feed_temp_Optimum_EO_CALC_OUTPUT,223.014,2026-04-23 03:26:48.580
323,2026-04-23 08:54:05.563,UN.LAO.H-3831.KEV_Stack_O2_Optimum_EO_CALC_OUTPUT,47.7506,2026-04-23 03:26:48.580
324,2026-04-23 08:54:05.563,UN.EG1.KM-2115.Recycle_Compressor_Efficiency_Optimum_EO_CALC_OUTPUT,0,2026-04-23 03:26:48.580
325,2026-04-23 08:54:05.563,UN.EG2.KM-4115.Recycle_Compressor_Efficiency_Optimum_EO_CALC_OUTPUT,0,2026-04-23 03:26:48.580
326,2026-04-23 08:54:05.563,UN.EG3.KM-6115.Recycle_Compressor_Efficiency_Optimum_EO_CALC_OUTPUT,0,2026-04-23 03:26:48.580
327,2026-04-23 08:54:05.563,UN.ETH.KT-1500.KEV_Splitter_top_analyzer_C2H6_Optimum_in_C2R_EO_CALC_OUTPUT,53.62,2026-04-23 03:26:48.580
328,2026-04-23 08:54:05.563,UN.ETH.KT-1500.KEV_Splitter_reflux_controller_opening_Optimum_in_C2R_EO_CALC_OUTPUT,62.1792,2026-04-23 03:26:48.580
329,2026-04-23 08:54:05.563,UN.ETH.KT-1500.KEV_Splitter_control_tray_temperature_controller_opening_Optimum_in_C2R_EO_CALC_OUTPUT,209.2749,2026-04-23 03:26:48.580
330,2026-04-23 08:54:05.563,UN.ETH.KT-1500.KEV_Ethylene_surge_drum_vent_to_CGC_5Th_stage_controller_opening_Optimum_in_C2R_EO_CALC_OUTPUT,59.4568,2026-04-23 03:26:48.580
331,2026-04-23 08:54:05.563,UN.ETH.KT-1500.KEV_Compressor_RPM_Optimum_in_C2R_EO_CALC_OUTPUT,24.2857,2026-04-23 03:26:48.580
332,2026-04-23 08:54:05.563,UN.ETH.KT-1500.KEV_Governor_Valve_Opening_Optimum_in_C2R_EO_CALC_OUTPUT,1.8161,2026-04-23 03:26:48.580
333,2026-04-23 08:54:05.563,UN.ETH.KT-1500.KEV_Level_in_E-1310_Optimum_in_C2R_EO_CALC_OUTPUT,35.2199,2026-04-23 03:26:48.580
334,2026-04-23 08:54:05.563,UN.ETH.KT-1500.KEV_Suction_Pressure_Optimum_in_C2R_EO_CALC_OUTPUT,49.2508,2026-04-23 03:26:48.580
335,2026-04-23 08:54:05.563,UN.ETH.KT-1500.KEV_Inlet_Steam_Temperature_Optimum_in_C2R_EO_CALC_OUTPUT,468.3882,2026-04-23 03:26:48.580
336,2026-04-23 08:54:05.563,UN.ETH.KT-1500.KEV_Inlet_Steam_Pressure_Optimum_in_C2R_EO_CALC_OUTPUT,14.077,2026-04-23 03:26:48.580
337,2026-04-23 08:54:05.563,UN.ETH.KT-1500.KEV_Inlet_Steam_Flow_Optimum_in_C2R_EO_CALC_OUTPUT,117.4644,2026-04-23 03:26:48.580
338,2026-04-23 08:54:05.563,UN.ETH.KT-1500.KEV_Ethylene_in_tail_gas_Optimum_in_C2R_EO_CALC_OUTPUT,55.3541,2026-04-23 03:26:48.580
339,2026-04-23 08:54:05.563,UN.ETH.KT-1500.KEV_Fuel_gas_drum_pressure_Optimum_in_C2R_EO_CALC_OUTPUT,53.4261,2026-04-23 03:26:48.580
