tag_name,role,formula,lower_bound,upper_bound,flag_integer,equipment_category,equipment_id,uom,active_flag
BLR_2_Status,decision_variable,,0,"if([Whatif_running]==0,if(([Boiler_opt_running]<[Total_Boilers_Running])&& ([Boiler_opt_running]==3) && ([max_spec_en_consumption_blr]==2 || [max2_spec_en_consumption_blr]==2),0,if(([Boiler_opt_running]<[Total_Boilers_Running])&& ([Boiler_opt_running]==4) && ([max_spec_en_consumption_blr]==2),0,[BLR_2_Status])),if((if(ceil((([ETH_HPS_Demand]+[VHP_BFW_to_ETH]*0+[ETH_LPS_Demand]+[EOEG_1_MPS_Demand]+[EOEG_1_LPS_Demand]+[EOEG_2_MPS_Demand]+[EOEG_2_LPS_Demand]+[EOEG_3_MPS_Demand]+[EOEG_3_LPS_Demand]+[LAO_LP_Steam_Demand]+80*(if([ETH_Plant_Status]==1 || [EOEG1_Plant_Status]==1 || [EOEG2_Plant_Status]==1 || [EOEG3_Plant_Status]==1,1,0)))*1.2+[Buffer_Steam_in_Boilers])/140)>5, 5 ,ceil((([ETH_HPS_Demand]+[VHP_BFW_to_ETH]*0+[ETH_LPS_Demand]+[EOEG_1_MPS_Demand]+[EOEG_1_LPS_Demand]+[EOEG_2_MPS_Demand]+[EOEG_2_LPS_Demand]+[EOEG_3_MPS_Demand]+[EOEG_3_LPS_Demand]+[LAO_LP_Steam_Demand]+80*(if([ETH_Plant_Status]==1 || [EOEG1_Plant_Status]==1 || [EOEG2_Plant_Status]==1 || [EOEG3_Plant_Status]==1,1,0)))*1.2+[Buffer_Steam_in_Boilers])/140)))>=2,1,0))",1,system,,KCAL/ KG,1
BLR_3_Capacity,parameter,150,,,,system,,MT/ HR,1
BLR_3_HPS_Gen,decision_variable,[Fuel_BLR_3] * [LHV] / [Spec_En_Cons_BLR_3]*[BLR_3_Status]+ (1-[BLR_3_Status])*[BLR_3_HPS_Gen_warmup],"if([Whatif_running]==0,[BLR_3_Status]*if([opt_flag]==1,if((([Boiler_opt_running]==3) && [max_spec_en_consumption_blr]!=3 && [max2_spec_en_consumption_blr]!=3 && [BLR_3_Status]==1) || (([Boiler_opt_running]==4) && [max_spec_en_consumption_blr]!=3 && [BLR_3_Status]==1),[BLR_3_HPS_Gen],0),min([BLR_1_HPS_Gen],[BLR_2_HPS_Gen],[BLR_3_HPS_Gen],[BLR_4_HPS_Gen],[BLR_5_HPS_Gen])-8),0)","if([Whatif_running]==0,if([opt_flag]==1,150,max([BLR_1_HPS_Gen],[BLR_2_HPS_Gen],[BLR_3_HPS_Gen],[BLR_4_HPS_Gen],[BLR_5_HPS_Gen])+8),150)",0,system,,MT/ HR,1
BLR_3_HPS_Gen_warmup,parameter,"if([BLR_3_Status]==0,[BLR_3_HPS_Gen],0)",,,,system,,-,1
BLR_3_Status,decision_variable,,0,"if([Whatif_running]==0,if(([Boiler_opt_running]<[Total_Boilers_Running])&& ([Boiler_opt_running]==3) && ([max_spec_en_consumption_blr]==3 || [max2_spec_en_consumption_blr]==3),0,if(([Boiler_opt_running]<[Total_Boilers_Running])&& ([Boiler_opt_running]==4) && ([max_spec_en_consumption_blr]==3),0,[BLR_3_Status])),if((if(ceil((([ETH_HPS_Demand]+[VHP_BFW_to_ETH]*0+[ETH_LPS_Demand]+[EOEG_1_MPS_Demand]+[EOEG_1_LPS_Demand]+[EOEG_2_MPS_Demand]+[EOEG_2_LPS_Demand]+[EOEG_3_MPS_Demand]+[EOEG_3_LPS_Demand]+[LAO_LP_Steam_Demand]+80*(if([ETH_Plant_Status]==1 || [EOEG1_Plant_Status]==1 || [EOEG2_Plant_Status]==1 || [EOEG3_Plant_Status]==1,1,0)))*1.2+[Buffer_Steam_in_Boilers])/140)>5, 5 ,ceil((([ETH_HPS_Demand]+[VHP_BFW_to_ETH]*0+[ETH_LPS_Demand]+[EOEG_1_MPS_Demand]+[EOEG_1_LPS_Demand]+[EOEG_2_MPS_Demand]+[EOEG_2_LPS_Demand]+[EOEG_3_MPS_Demand]+[EOEG_3_LPS_Demand]+[LAO_LP_Steam_Demand]+80*(if([ETH_Plant_Status]==1 || [EOEG1_Plant_Status]==1 || [EOEG2_Plant_Status]==1 || [EOEG3_Plant_Status]==1,1,0)))*1.2+[Buffer_Steam_in_Boilers])/140)))>=3,1,0))",1,system,,Number,1
BLR_4_Capacity,parameter,150,,,,system,,MT/ HR,1
BLR_4_HPS_Gen,decision_variable,[Fuel_BLR_4] * [LHV] / [Spec_En_Cons_BLR_4]*[BLR_4_Status]+ (1-[BLR_4_Status])*[BLR_4_HPS_Gen_warmup],"if([Whatif_running]==0,[BLR_4_Status]*if([opt_flag]==1,if((([Boiler_opt_running]==3) && [max_spec_en_consumption_blr]!=4 && [max2_spec_en_consumption_blr]!=4 && [BLR_4_Status]==1) || (([Boiler_opt_running]==4) && [max_spec_en_consumption_blr]!=4 && [BLR_4_Status]==1), [BLR_4_HPS_Gen],0),min([BLR_1_HPS_Gen],[BLR_2_HPS_Gen],[BLR_3_HPS_Gen],[BLR_4_HPS_Gen],[BLR_5_HPS_Gen])-8),0)","if([Whatif_running]==0,if([opt_flag]==1,150,max([BLR_1_HPS_Gen],[BLR_2_HPS_Gen],[BLR_3_HPS_Gen],[BLR_4_HPS_Gen],[BLR_5_HPS_Gen])+8),150)",0,system,,MT/ HR,1
BLR_4_HPS_Gen_warmup,parameter,"if([BLR_4_Status]==0,[BLR_4_HPS_Gen],0)",,,,system,,-,1
BLR_4_Status,decision_variable,,0,"if([Whatif_running]==0,if(([Boiler_opt_running]<[Total_Boilers_Running])&& ([Boiler_opt_running]==3) && ([max_spec_en_consumption_blr]==4 || [max2_spec_en_consumption_blr]==4),0,if(([Boiler_opt_running]<[Total_Boilers_Running])&& ([Boiler_opt_running]==4) && ([max_spec_en_consumption_blr]==4),0,[BLR_4_Status])),if((if(ceil((([ETH_HPS_Demand]+[VHP_BFW_to_ETH]*0+[ETH_LPS_Demand]+[EOEG_1_MPS_Demand]+[EOEG_1_LPS_Demand]+[EOEG_2_MPS_Demand]+[EOEG_2_LPS_Demand]+[EOEG_3_MPS_Demand]+[EOEG_3_LPS_Demand]+[LAO_LP_Steam_Demand]+80*(if([ETH_Plant_Status]==1 || [EOEG1_Plant_Status]==1 || [EOEG2_Plant_Status]==1 || [EOEG3_Plant_Status]==1,1,0)))*1.2+[Buffer_Steam_in_Boilers])/140)>5, 5 ,ceil((([ETH_HPS_Demand]+[VHP_BFW_to_ETH]*0+[ETH_LPS_Demand]+[EOEG_1_MPS_Demand]+[EOEG_1_LPS_Demand]+[EOEG_2_MPS_Demand]+[EOEG_2_LPS_Demand]+[EOEG_3_MPS_Demand]+[EOEG_3_LPS_Demand]+[LAO_LP_Steam_Demand]+80*(if([ETH_Plant_Status]==1 || [EOEG1_Plant_Status]==1 || [EOEG2_Plant_Status]==1 || [EOEG3_Plant_Status]==1,1,0)))*1.2+[Buffer_Steam_in_Boilers])/140)))>=4,1,0))",1,system,,Number,1
BLR_5_Capacity,parameter,150,,,,system,,$/ HR,1
BLR_5_HPS_Gen,decision_variable,[Fuel_BLR_5] * [LHV] / [Spec_En_Cons_BLR_5]*[BLR_5_Status] + (1-[BLR_5_Status])*[BLR_5_HPS_Gen_warmup],"if([Whatif_running]==0,[BLR_5_Status]*if([opt_flag]==1,if((([Boiler_opt_running]==3) && [max_spec_en_consumption_blr]!=5 && [max2_spec_en_consumption_blr]!=5 && [BLR_5_Status]==1) || (([Boiler_opt_running]==4) && [max_spec_en_consumption_blr]!=5 && [BLR_5_Status]==1),[BLR_5_HPS_Gen],0),min([BLR_1_HPS_Gen],[BLR_2_HPS_Gen],[BLR_3_HPS_Gen],[BLR_4_HPS_Gen],[BLR_5_HPS_Gen])-8),0)","if([Whatif_running]==0,if([opt_flag]==1,150,max([BLR_1_HPS_Gen],[BLR_2_HPS_Gen],[BLR_3_HPS_Gen],[BLR_4_HPS_Gen],[BLR_5_HPS_Gen])+8),150)",0,system,,MT/ HR,1
BLR_5_HPS_Gen_warmup,parameter,"if([BLR_5_Status]==0,[BLR_5_HPS_Gen],0)",,,,system,,-,1
BLR_5_Status,decision_variable,,0,"if([Whatif_running]==0,if(([Boiler_opt_running]<[Total_Boilers_Running])&& ([Boiler_opt_running]==3) && ([max_spec_en_consumption_blr]==5 || [max2_spec_en_consumption_blr]==5),0,if(([Boiler_opt_running]<[Total_Boilers_Running])&& ([Boiler_opt_running]==4) && ([max_spec_en_consumption_blr]==5),0,[BLR_5_Status])),if((if(ceil((([ETH_HPS_Demand]+[VHP_BFW_to_ETH]*0+[ETH_LPS_Demand]+[EOEG_1_MPS_Demand]+[EOEG_1_LPS_Demand]+[EOEG_2_MPS_Demand]+[EOEG_2_LPS_Demand]+[EOEG_3_MPS_Demand]+[EOEG_3_LPS_Demand]+[LAO_LP_Steam_Demand]+80*(if([ETH_Plant_Status]==1 || [EOEG1_Plant_Status]==1 || [EOEG2_Plant_Status]==1 || [EOEG3_Plant_Status]==1,1,0)))*1.2+[Buffer_Steam_in_Boilers])/140)>5, 5 ,ceil((([ETH_HPS_Demand]+[VHP_BFW_to_ETH]*0+[ETH_LPS_Demand]+[EOEG_1_MPS_Demand]+[EOEG_1_LPS_Demand]+[EOEG_2_MPS_Demand]+[EOEG_2_LPS_Demand]+[EOEG_3_MPS_Demand]+[EOEG_3_LPS_Demand]+[LAO_LP_Steam_Demand]+80*(if([ETH_Plant_Status]==1 || [EOEG1_Plant_Status]==1 || [EOEG2_Plant_Status]==1 || [EOEG3_Plant_Status]==1,1,0)))*1.2+[Buffer_Steam_in_Boilers])/140)))>=5,1,0))",1,system,,Number,1
BOILER_A_STACK_TEMPERATURE,post_optimizer,"if([BOILER_A_FLUE_GAS_OXGYGEN_flag]==0,[BOILER_A_STACK_TEMPERATURE],min([BOILER_A_STACK_TEMPERATURE],(0.368798083 * [BLR_1_HPS_Gen] + 0.356735113 * [BOILER_A_FLUE_GAS_OXGYGEN] + 117.0923065))*[BLR_1_Status])",,,,system,,°C,1
BOILER_B_STACK_TEMPERATURE,post_optimizer,"if([BOILER_B_FLUE_GAS_OXGYGEN_flag]==0,[BOILER_B_STACK_TEMPERATURE],min([BOILER_B_STACK_TEMPERATURE],(0.446275852 * [BLR_2_HPS_Gen] + 0.310062436 * [BOILER_B_FLUE_GAS_OXGYGEN] + 110.2389869))*[BLR_2_Status])",,,,system,,°C,1
BOILER_C_STACK_TEMPERATURE,post_optimizer,"if([BOILER_C_FLUE_GAS_OXGYGEN_flag]==0,[BOILER_C_STACK_TEMPERATURE],min([BOILER_C_STACK_TEMPERATURE],(0.399051143 * [BLR_3_HPS_Gen] - 0.176072266 * [BOILER_C_FLUE_GAS_OXGYGEN] + 116.3971552))*[BLR_3_Status])",,,,system,,°C,1
BOILER_D_STACK_TEMPERATURE,post_optimizer,"if([BOILER_D_FLUE_GAS_OXGYGEN_flag]==0,[BOILER_D_STACK_TEMPERATURE],min([BOILER_D_STACK_TEMPERATURE],(0.399089856 * [BLR_4_HPS_Gen] - 0.482676221 * [BOILER_D_FLUE_GAS_OXGYGEN] + 114.6594118))*[BLR_4_Status])",,,,system,,°C,1
BOILER_E_STACK_TEMPERATURE,post_optimizer,"if([Boiler_5_O2_flag]==0,[BOILER_E_STACK_TEMPERATURE],min([BOILER_E_STACK_TEMPERATURE],(0.313555668 * [BLR_5_HPS_Gen] + 0.475167776 * [BOILER_E_FLUE_GAS_OXGYGEN] + 132.5695951))*[BLR_5_Status])",,,,system,,°C,1
Boiler_CBD,raw_pi_input,,,,,system,,GJ/ HR,1
Boiler_opt_running,parameter,"if([Total_Boilers_Running]<5,[Total_Boilers_Running], if(ceil(([Total_BLR_HPS_Generation]+[Buffer_Steam_in_Boilers])/140)>5, 5 ,ceil(([Total_BLR_HPS_Generation]+[Buffer_Steam_in_Boilers])/140)))",,,,system,,%,1
Buffer_Steam_in_Boilers,parameter,100,,,,system,,MT/ HR,1
Buffer_in_Air_Flow_Margin,parameter,0,,,,system,,$/ HR,1
Buffer_in_BFW_Flow_Margin,parameter,0,,,,bfw_system,,$/ HR,1
Buffer_in_DWM_Flow_Margin,parameter,0,,,,system,,KG/ HR,1
Buffer_in_VHP_Flow_Margin,parameter,0,,,,system,,$/ HR,1
C2_power_delta,parameter,"min(5,(([Specific_energy_consumption_in_C2R]-if(missing([Specific_energy_consumption_in_C2R_peeo]) || [opportunity_energy_olf_cold]==[opportunity_threshold] || missing([opportunity_energy_olf_cold]),[Specific_energy_consumption_in_C2R],min([Specific_energy_consumption_in_C2R],[Specific_energy_consumption_in_C2R_peeo])))*[Ethylene_total_flow])*3.6*1000/([HP_Steam_Enthalpy]*4.184))",,,,electrical,,$/ HR,1
CBD_energy_saving_BLR1,post_optimizer,[CBD_energy_saving_BLR1]*[BLR_1_Status],,,,system,,MT/ HR,1
CBD_energy_saving_BLR2,post_optimizer,[CBD_energy_saving_BLR2]*[BLR_2_Status],,,,system,,MT/ HR,1
CBD_energy_saving_BLR3,post_optimizer,[CBD_energy_saving_BLR3]*[BLR_3_Status],,,,system,,MT/ HR,1
CBD_energy_saving_BLR4,post_optimizer,[CBD_energy_saving_BLR4]*[BLR_4_Status],,,,system,,MT/ HR,1
CBD_energy_saving_BLR5,post_optimizer,[CBD_energy_saving_BLR5]*[BLR_5_Status],,,,system,,MT/ HR,1
CO2_Power_Consumption,raw_pi_input,,,,,electrical,,ON/ OFF,1
CWS_Return_Temperature,raw_pi_input,,,,,cw_system,,,1
CW_Circuit_1_cooling_duty,parameter,[Total_CW_Demand]*4.184*[CW_Circuit_1_delta_Temp]/(3.6*1000),,,,cw_system,,µS/ cm,1
CW_Circuit_1_delta_Temp,parameter,[CWS_Return_Temperature]-[CW_Circuit_1_return_temp],,,,cw_system,,µS/ cm,1
CW_Circuit_1_return_temp,raw_pi_input,,,,,cw_system,,MT/ HR,1
CW_Demand_Header_2,post_optimizer,((-1017.6*[CW_Header_2_Pressure]*[CW_Header_2_Pressure]+8495.3*[CW_Header_2_Pressure]-1655)*[Total_CW_Motors_Header_2_Running])*[EOEG3_Plant_Status],,,,cw_system,,-,1
CW_Drives_Running,decision_variable,[CW_Turbine_A_Status]+[CW_Turbine_B_Status]+[CW_Motor_C_Status]+[CW_Motor_D_Status]+[CW_Motor_E_Status]+[CW_Motor_F_Status]+[CW_Turbine_G_Status],"if([Whatif_running]==0,if([Flag_CW_Stop]==1,[CW_Drives_Running]-1,[CW_Drives_Running]),0)","if([Whatif_running]==0,if([Flag_CW_Stop]==1,[CW_Drives_Running]-1,[CW_Drives_Running]),7)",1,cw_system,,Number,1
CW_Motor_7814A_Power,post_optimizer,[CW_Motor_7814A_Status]*2.55*0.9,,,,cw_system,,%,1
CW_Motor_7814A_Status,post_optimizer,[EOEG3_Plant_Status]*[CW_Motor_7814A_Status],,,,cw_system,,-,1
CW_Motor_7814B_Power,post_optimizer,[CW_Motor_7814B_Status]*2.55*0.9,,,,cw_system,,%,1
CW_Motor_7814B_Status,post_optimizer,[EOEG3_Plant_Status]*[CW_Motor_7814B_Status],,,,cw_system,,-,1
CW_Motor_7814C_Power,post_optimizer,[CW_Motor_7814C_Status]*2.55*0.9,,,,cw_system,,%,1
CW_Motor_7814C_Status,post_optimizer,[EOEG3_Plant_Status]*[CW_Motor_7814C_Status],,,,cw_system,,-,1
CW_Motor_C_Power,decision_variable,[CW_Motor_C_Status]*([CW_Motor_C_Power_Imbalance]+2.55*0.90),0,3,0,cw_system,,MW,1
CW_Motor_C_Power_Imbalance,parameter,([CW_Motor_C_Power]-[CW_Motor_C_Power_Regression])*[CW_Motor_C_Status],,,,cw_system,,,1
CW_Motor_C_Power_Regression,parameter,[CW_Motor_C_Status]*2.55*0.9,,,,cw_system,,,1
CW_Motor_C_Status,decision_variable,,0,1,1,cw_system,,Number,1
CW_Motor_D_Power,decision_variable,[CW_Motor_D_Status]*([CW_Motor_D_Power_Imbalance]+2.55*0.90),0,3,0,cw_system,,MW,1
CW_Motor_D_Power_Imbalance,parameter,([CW_Motor_D_Power]-[CW_Motor_D_Power_Regression])*[CW_Motor_D_Status],,,,cw_system,,,1
CW_Motor_D_Power_Regression,parameter,[CW_Motor_D_Status]*2.55*0.9,,,,cw_system,,MT/ HR,1
CW_Motor_D_Status,decision_variable,,0,1,1,cw_system,,Number,1
CW_Motor_E_Power,decision_variable,[CW_Motor_E_Status]*([CW_Motor_E_Power_Imbalance]+2.55*0.90),0,3,0,cw_system,,MW,1
CW_Motor_E_Power_Imbalance,parameter,([CW_Motor_E_Power]-[CW_Motor_E_Power_Regression])*[CW_Motor_E_Status],,,,cw_system,,,1
CW_Motor_E_Power_Regression,parameter,[CW_Motor_E_Status]*2.55*0.9,,,,cw_system,,,1
CW_Motor_E_Status,decision_variable,,0,1,1,cw_system,,Number,1
CW_Motor_F_Power,decision_variable,[CW_Motor_F_Status]*([CW_Motor_F_Power_Imbalance]+2.55*0.90),0,3,0,cw_system,,MW,1
CW_Motor_F_Power_Imbalance,parameter,([CW_Motor_F_Power]-[CW_Motor_F_Power_Regression])*[CW_Motor_F_Status],,,,cw_system,,,1
CW_Motor_F_Power_Regression,parameter,[CW_Motor_F_Status]*2.55*0.9,,,,cw_system,,,1
CW_Motor_F_Status,decision_variable,,0,1,1,cw_system,,Number,1
CW_Motors_Running,decision_variable,[CW_Motor_C_Status]+[CW_Motor_D_Status]+[CW_Motor_E_Status]+[CW_Motor_F_Status],0,4,1,cw_system,,MT/ HR,1
CW_TO_CO2,parameter,1800,,,,cw_system,,BARG,1
CW_TO_EG1,parameter,"max(0,min(22000,if([EOEG1_Plant_Status]==1,if([CW_TO_EG1_totalizer_delta]>17000,[CW_TO_EG1_totalizer_delta],[CW_TO_EG1_totalizer_delta]*1.732),[CW_TO_EG1_totalizer_delta]*1.732))) + 0*if([EG1_EOE]>30,if([EG2_EOE]>30,[CW_TO_EG2],19000),if([CW_Drives_Running]<6,0,19000))",,,,cw_system,,MT/ HR,1
CW_TO_EG1_totalizer,raw_pi_input,,,,,cw_system,,-,1
CW_TO_EG1_totalizer_delta,parameter,[CW_TO_EG1_totalizer]-[CW_TO_EG1_totalizer_lag],,,,cw_system,,-,1
CW_TO_EG1_totalizer_lag,raw_pi_input,,,,,cw_system,,-,1
CW_TO_EG2,raw_pi_input,,,,,cw_system,,MT/ HR,1
CW_TO_ETH,raw_pi_input,,,,,cw_system,,MT/ HR,1
CW_TO_LAO,raw_pi_input,,,,,cw_system,,MT/ HR,1
CW_TO_UTILITIES,raw_pi_input,,,,,cw_system,,KG/ HR,1
CW_Turbine_A_Status,decision_variable,,0,1,1,turbine,,Number,1
CW_Turbine_A_Steam,decision_variable,[CW_Turbine_A_Status]*([CW_Turbine_A_Steam_Imbalance]+38*0.90) +(1-[CW_Turbine_A_Status])*[CW_Turbine_A_Steam_warmup],0,50,0,turbine,,KG/ HR,1
CW_Turbine_A_Steam_Imbalance,parameter,([CW_Turbine_A_Steam]-[CW_Turbine_A_Steam_Regression])*[CW_Turbine_A_Status],,,,turbine,,,1
CW_Turbine_A_Steam_Regression,parameter,[CW_Turbine_A_Status]*38*0.9,,,,turbine,,MT/ HR,1
CW_Turbine_A_Steam_raw,parameter,[CW_Turbine_A_Steam],,,,turbine,,°C,1
CW_Turbine_A_Steam_warmup,parameter,"if([CW_Turbine_A_Steam_raw]>0.1 && [CW_Turbine_A_Steam_raw]<16 && [CW_Turbine_A_Status]==0,[CW_Turbine_A_Steam_raw],0)",,,,turbine,,-,1
CW_Turbine_B_Status,decision_variable,,0,1,1,turbine,,Number,1
CW_Turbine_B_Steam,decision_variable,[CW_Turbine_B_Status]*([CW_Turbine_B_Steam_Imbalance]+38*0.90) +(1-[CW_Turbine_B_Status])*[CW_Turbine_B_Steam_warmup],0,50,0,turbine,,KG/ HR,1
CW_Turbine_B_Steam_Imbalance,parameter,([CW_Turbine_B_Steam]-[CW_Turbine_B_Steam_Regression])*[CW_Turbine_B_Status],,,,turbine,,,1
CW_Turbine_B_Steam_Regression,parameter,[CW_Turbine_B_Status]*38*0.9,,,,turbine,,MT/ HR,1
CW_Turbine_B_Steam_raw,parameter,[CW_Turbine_B_Steam],,,,turbine,,°C,1
CW_Turbine_B_Steam_warmup,parameter,"if([CW_Turbine_B_Steam_raw]>0.1 && [CW_Turbine_B_Steam_raw]<16 && [CW_Turbine_B_Status]==0,[CW_Turbine_B_Steam_raw],0)",,,,turbine,,-,1
CW_Turbine_G_Status,decision_variable,,0,1,1,turbine,,Number,1
CW_Turbine_G_Steam,decision_variable,[CW_Turbine_G_Status]*([CW_Turbine_G_Steam_Imbalance]+38*0.90) +(1-[CW_Turbine_G_Status])*[CW_Turbine_G_Steam_warmup],0,50,0,turbine,,MT/ HR,1
CW_Turbine_G_Steam_Imbalance,parameter,([CW_Turbine_G_Steam]-[CW_Turbine_G_Steam_Regression])*[CW_Turbine_G_Status],,,,turbine,,°C,1
CW_Turbine_G_Steam_Regression,parameter,[CW_Turbine_G_Status]*38*0.9,,,,turbine,,,1
CW_Turbine_G_Steam_raw,parameter,[CW_Turbine_G_Steam],,,,turbine,,,1
CW_Turbine_G_Steam_warmup,parameter,"if([CW_Turbine_G_Steam_raw]>0.1 && [CW_Turbine_G_Steam_raw]<16 && [CW_Turbine_G_Status]==0,[CW_Turbine_G_Steam_raw],0)",,,,turbine,,-,1
CW_Turbines_Running,decision_variable,[CW_Turbine_A_Status]+[CW_Turbine_B_Status]+[CW_Turbine_G_Status],"if([Whatif_running]==0,if([CW_Turbines_Running]==0,0,[CW_Turbines_Running]-1),0)","if([Whatif_running]==0,[CW_Turbines_Running],3)",1,turbine,,MT/ HR,1
Condensate_From_P_7106_to_Deaerator_Header,decision_variable,[LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO]+[Boiler_CBD]+[Condensate_from_Traps],0,"if([Whatif_running]==0,max([Condensate_From_P_7106_to_Deaerator_Header],100),100)",0,system,,MT/ HR,1
Condensate_Recovery_Ratio_ETH,parameter,"if([ETH_Plant_Status]==0,0,min(0.8,([ETH_CLEAN_COND_TO_U_O]+[ETH_suspect_COND_TO_U_O_corrected])/([ETH_HPS_Demand]+[ETH_LPS_Demand]+[VHP_BFW_to_ETH]+[DSP_BFW_TO_ETH])))",,,,system,,BARG,1
Condensate_from_Traps,parameter,5,,,,system,,MT/ HR,1
Contribution_from_SEUs,post_optimizer,[Plant_HP_Steam_Demand]*[HP_Steam_Cost] + [Plant_MP_Steam_Demand]*[MP_steam_generation_Cost] + [Plant_LP_Steam_Demand]*[LP_Steam_Cost]+ [Fuel_Consumption_Plants]*[LHV]*[Fuel_Rate] + [Power_Consumption_Plants]*3.6*[Power_Rate],,,,system,,MT/ HR,1
DMW_Drives_Running,decision_variable,[DMW_Turbine_A_Status]+[DMW_Pump_Motor_B_Status]+[DMW_Turbine_C_Status],"if([Whatif_running]==0,[DMW_Drives_Running],0)","if([Whatif_running]==0,[DMW_Drives_Running],3)",1,dmw_system,,MT/ HR,1
DMW_Imbalance,decision_variable,(1-[Whatif_running])*[DMW_Imbalance] + [Whatif_running]*([act_DMW_Imbalance]*[DMW_Makeup]/[act_DMW_Makeup]),"if([Whatif_running]==0,[DMW_Imbalance],-400)","if([Whatif_running]==0,[DMW_Imbalance],400)",0,dmw_system,,Number,1
DMW_Makeup,decision_variable,,0,"if([Whatif_running]==0,max([DMW_Makeup],700),700)",0,dmw_system,,MW,1
DMW_Motor_B_Power,decision_variable,[DMW_Pump_Motor_B_Status]*([DMW_Motor_B_Power_cons]-[DMW_Pump_Motor_B_Power_Imbalance]),0,1,0,dmw_system,,MW,1
DMW_Motor_B_Power_Regression,parameter,(-8E-05*([Total_DMW_Demand]/[DMW_Drives_Running])^2+0.1835*([Total_DMW_Demand]/[DMW_Drives_Running])+36.904)/1000,,,,dmw_system,,MT/ HR,1
DMW_Motor_B_Power_cons,parameter,"if([DMW_Pump_Motor_B_Status]==1,[DMW_Motor_B_Power],[DMW_Motor_B_Power_Regression])",,,,dmw_system,,-,1
DMW_Pump_Motor_B_Power_Imbalance,decision_variable,[DMW_Pump_Motor_B_Status]*([DMW_Motor_B_Power_Regression]-(-8E-05*([Total_DMW_Demand]/([DMW_Drives_Running]+(1-[DMW_Pump_Motor_B_Status])))**2 + 0.1835*([Total_DMW_Demand]/([DMW_Drives_Running]+(1-[DMW_Pump_Motor_B_Status]))) + 36.904)/1000),-5,5,0,dmw_system,,GJ/ HR,1
DMW_Pump_Motor_B_Status,decision_variable,,0,"if([Whatif_running]==0,if(([LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO])>5 && ([LP_Steam_Dumping_Valve_PC0024A_Steam_flow_out_UO]+[LP_Steam_Vent_valve_PV0024B_Steam_flow_out_UO])<10 ,1,[DMW_Pump_Motor_B_Status]),if([Return_Condensate]==0,0,1))",1,dmw_system,,Number,1
DMW_Pump_Rated_Flow,parameter,350,,,,dmw_system,,MT/ HR,1
DMW_Rate,parameter,1.957333,,,,dmw_system,,$/ GJ,1
DMW_Turbine_A_Status,decision_variable,,0,"if([Whatif_running]==0,[DMW_Turbine_A_Status],1)",1,turbine,,Number,1
DMW_Turbine_A_Steam,decision_variable,[DMW_Turbine_A_Status]*([DMW_Turbine_A_Steam_cons]-[DMW_Turbine_A_Steam_Imbalance])+(1-[DMW_Turbine_A_Status])*[DMW_Turbine_A_Steam_warmup],0,7,0,turbine,,MT/ HR,1
DMW_Turbine_A_Steam_Imbalance,decision_variable,[DMW_Turbine_A_Status]*([DMW_Turbine_A_Steam_Regression]-((-0.0023*([Total_DMW_Demand]/([DMW_Drives_Running]+(1-[DMW_Turbine_A_Status])))**2 + 5.4956*([Total_DMW_Demand]/([DMW_Drives_Running]+(1-[DMW_Turbine_A_Status]))) + 3330.4)/1000)/0.8),-5,5,0,turbine,,$/ HR,1
DMW_Turbine_A_Steam_Regression,parameter,((-0.0023*([Total_DMW_Demand]/[DMW_Drives_Running])^2+5.4956*([Total_DMW_Demand]/[DMW_Drives_Running])+3330.4)/1000)/0.8,,,,turbine,,ON/ OFF,1
DMW_Turbine_A_Steam_cons,parameter,"if([DMW_Turbine_A_Status]==1,[DMW_Turbine_A_Steam],[DMW_Turbine_A_Steam_Regression])",,,,turbine,,GJ/ T,1
DMW_Turbine_A_Steam_raw,raw_pi_input,,,,,turbine,,KG/ HR,1
DMW_Turbine_A_Steam_warmup,parameter,"if([DMW_Turbine_A_Steam_raw]>100 && [DMW_Turbine_A_Steam_raw]<2500 && [DMW_Turbine_A_Status]==0,[DMW_Turbine_A_Steam_raw]/1000,0)",,,,turbine,,,1
DMW_Turbine_C_Status,decision_variable,,0,"if([Whatif_running]==0,[DMW_Turbine_C_Status],1)",1,turbine,,Number,1
DMW_Turbine_C_Steam,decision_variable,[DMW_Turbine_C_Status]*([DMW_Turbine_C_Steam_cons]-[DMW_Turbine_C_Steam_Imbalance])+(1-[DMW_Turbine_C_Status])*[DMW_Turbine_C_Steam_warmup],0,10,0,turbine,,MT/ HR,1
DMW_Turbine_C_Steam_Imbalance,decision_variable,[DMW_Turbine_C_Status]*([DMW_Turbine_C_Steam_Regression]-((-0.0023*([Total_DMW_Demand]/([DMW_Drives_Running]+(1-[DMW_Turbine_C_Status])))**2 + 5.4956*([Total_DMW_Demand]/([DMW_Drives_Running]+(1-[DMW_Turbine_C_Status]))) + 3330.4)/1000)/0.8),-5,5,0,turbine,,$/ HR,1
DMW_Turbine_C_Steam_Regression,parameter,((-0.0023*([Total_DMW_Demand]/[DMW_Drives_Running])^2+5.4956*([Total_DMW_Demand]/[DMW_Drives_Running])+3330.4)/1000)/0.8,,,,turbine,,$/ HR,1
